seed_id	vmh_id	western_diet	high_fiber_diet	bottom_up_ecology_media
cpd00438	dad_2	1.00000000000000000000	1.00000000000000000000	0.30976887080519710516
cpd00137	cit	1.00000000000000000000	1.00000000000000000000	0.36368100597882163649
cpd01242	drib	0.17878294999999999604	0.04736842000000000136	1.00000000000000000000
cpd11851	levan1000	0.00001411000000000000	0.00031250000000000001	1.00000000000000000000
cpd00220	ribflv	1.00000000000000000000	1.00000000000000000000	0.37131165232013202404
cpd22386	arabinogal	0.00002191000000000000	0.00048549999999999998	1.00000000000000000000
cpd22387	arabinoxyl	0.00030665000000000000	0.00679348000000000018	1.00000000000000000000
cpd15269	ocdcea	0.68144464999999998511	0.34072233000000001768	0.26676435162568673531
cpd00122	acgam	1.00000000000000000000	1.00000000000000000000	0.20106400281242833850
cpd00063	ca2	1.00000000000000000000	1.00000000000000000000	0.31821683480787682496
cpd00239	h2s	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd11748	lmn30	0.00047019000000000000	0.01041666999999999940	1.00000000000000000000
cpd28101	rhamnogalurI	0.00001449000000000000	0.00032106000000000002	1.00000000000000000000
cpd00232	acnam	1.00000000000000000000	1.00000000000000000000	0.31188396207727342446
cpd00128	ade	1.00000000000000000000	1.00000000000000000000	0.00298556136433505894
cpd00129	pro_L	0.17999999999999999334	0.17999999999999999334	0.33409597713432709343
cpd03396	sel	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00047	for	1.00000000000000000000	1.00000000000000000000	0.26359291176680971214
cpd10516	fe3	1.00000000000000000000	1.00000000000000000000	0.41349348003450170363
cpd10515	fe2	1.00000000000000000000	1.00000000000000000000	0.32718194130486938365
cpd00443	4abz	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd11688	pullulan1200	0.00001175000000000000	0.00026041999999999998	1.00000000000000000000
rhamnogalurII	rhamnogalurII	0.00026698999999999999	0.00591483000000000026	1.00000000000000000000
cpd15311	12dgr180	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00971	na1	1.00000000000000000000	1.00000000000000000000	0.25630653334144687383
cpd01080	ocdca	0.16928260000000000529	0.08464130000000000265	0.27897539061395920656
cpd00136	4hbz	1.00000000000000000000	1.00000000000000000000	0.29435156557591585225
cpd00382	raffin	0.00470193999999999994	0.10416667000000000287	1.00000000000000000000
cpd00039	lys_L	0.14999999999999999445	0.14999999999999999445	0.53433329257624673225
cpd00133	ncam	1.00000000000000000000	1.00000000000000000000	0.30363937587885148073
cpd00132	asn_L	0.22500000000000000555	0.22500000000000000555	0.15562404820591335675
cpd01727	pime	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00035	ala_L	1.00000000000000000000	1.00000000000000000000	0.79945369084124517922
cpd01122	lnlc	0.35910921000000001202	0.17955461000000000338	1.00000000000000000000
